Título;Preço;Taxa de Condomínio;IPTU;Área;Banheiros;Vagas na Garagem;Detalhes do Imóvel;Detalhes do Condominio;CEP;Município;Bairro;Logradouro;Quartos
APARTAMENTO REFORMADO A VENDA COM QUATRO QUARTOS NO BAIRRO DE CANDELARIA.;1200000;1700000;5000;260;5 ou mais;3;Varanda, Mobiliado, Piscina, Churrasqueira, Ar condicionado;Piscina, Elevador, Condomínio fechado, Permitido animais;59064390;Natal;Candelária;Rua Raimundo Chaves;4
Vendo apartamento 3 quartos Tirol;749000;0;0;100;2;2;Área de serviço, Piscina, Academia;Piscina, Academia, Elevador, Salão de festas;59015350;Natal;Tirol;Avenida Almirante Alexandrino de Alencar;3
Vendo Apartamento 3 quartos Tirol;409990;842;0;98;3;2;Área de serviço, Churrasqueira, Academia, Piscina;Piscina, Segurança 24h, Salão de festas, Elevador, Academia;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;3
Vendo Apartamento 3 suites Barro Vermelho;599990;660;0;120;2;3;Academia, Piscina, Churrasqueira, Área de serviço;Segurança 24h, Piscina, Academia, Salão de festas, Elevador;59022080;Natal;Barro Vermelho;Rua Desembargador Régulo Tinoco;3
Até 100% Financiado Apartamento 2 quartos no Planalto Residencial San Francisco Documentaç;122000;0;0;50;1;1;Varanda, Churrasqueira, Piscina, Área de serviço;Salão de festas, Permitido animais, Portaria, Piscina, Condomínio fechado;59073290;Natal;Planalto;Rua Tamirim;2
Até 100% Financiado Apartamento 2 quartos no Planalto Residencial San Francisco Documentaç;122000;0;0;50;1;1;Varanda, Churrasqueira, Piscina, Área de serviço;Salão de festas, Permitido animais, Portaria, Piscina, Condomínio fechado;59073290;Natal;Planalto;Rua Tamirim;2
Apartamento para venda com 140 metros quadrados com 3 quartos em Barro Vermelho - Natal -;890000;1050;3800;140;5 ou mais;2;Piscina, Armários embutidos, Área de serviço, Varanda, Ar condicionado, Armários na cozinha, Churrasqueira;Salão de festas, Elevador, Permitido animais, Condomínio fechado, Piscina;59022540;Natal;Barro Vermelho;Rua Meira Brandão;3
Apartamento à venda com 3 quartos - Natal - RN;390000;0;0;70;2;2;Academia, Churrasqueira, Piscina, Área de serviço;Piscina, Elevador, Segurança 24h, Academia, Salão de festas;59060400;Natal;Nossa Senhora de Nazaré;Avenida Capitão-mor Gouveia - de 1023 a 1751 - lado ímpar;3
Apartamento  para venda no Planalto, rua Santa  Quitéria por R$ 110.000,00;110000;320;420;60;1;1;Piscina, Área de serviço;Permitido animais, Condomínio fechado, Piscina, Portaria;59073140;Natal;Planalto;Rua Santa Quitéria;2
Apartamento à venda, 3 quartos, 3 suítes, 3 vagas, Petrópolis - Natal/RN;650000;1270;3400;175;5 ou mais;3;Churrasqueira, Piscina, Área de serviço, Academia, Ar condicionado, Mobiliado, Varanda;Salão de festas, Academia, Elevador, Piscina, Segurança 24h;59020250;Natal;Petrópolis;Rua Mipibu - até 729/730;3
Excelente apto em Lagoa Nova - ótima localização, 102m² - R$ 780 mil;780000;625000;0;102;3;2;Ar condicionado, Churrasqueira, Academia, Piscina;Academia, Condomínio fechado, Permitido animais, Salão de festas, Portaria, Piscina;59075200;Natal;Lagoa Nova;Avenida Coronel Norton Chaves;3
Apartamento para venda com 56 m² com 2 qtos em Capim Macio - Natal - RN;240000;300;1200;56;2;1;Armários embutidos, Ar condicionado, Armários na cozinha;Elevador, Permitido animais, Condomínio fechado;59082200;Natal;Capim Macio;Rua Alexandre Câmara;2
Até 100% Financiado Apartamento 2 quartos no Planalto Residencial San Francisco Documentaç;122000;0;0;50;1;1;Varanda, Churrasqueira, Piscina, Área de serviço;Salão de festas, Permitido animais, Portaria, Piscina, Condomínio fechado;59073290;Natal;Planalto;Rua Tamirim;2
Até 100% Financiado Apartamento 2 quartos no Planalto Residencial San Francisco Documentaç;122000;0;0;50;1;1;Varanda, Churrasqueira, Piscina, Área de serviço;Salão de festas, Permitido animais, Portaria, Piscina, Condomínio fechado;59073290;Natal;Planalto;Rua Tamirim;2
Apartamento para venda com 140 metros quadrados com 3 quartos em Barro Vermelho - Natal -;890000;1050;3800;140;5 ou mais;2;Piscina, Armários embutidos, Área de serviço, Varanda, Ar condicionado, Armários na cozinha, Churrasqueira;Salão de festas, Elevador, Permitido animais, Condomínio fechado, Piscina;59022540;Natal;Barro Vermelho;Rua Meira Brandão;3
Apartamento à venda com 3 quartos - Natal - RN;390000;0;0;70;2;2;Academia, Churrasqueira, Piscina, Área de serviço;Piscina, Elevador, Segurança 24h, Academia, Salão de festas;59060400;Natal;Nossa Senhora de Nazaré;Avenida Capitão-mor Gouveia - de 1023 a 1751 - lado ímpar;3
Apartamento  para venda no Planalto, rua Santa  Quitéria por R$ 110.000,00;110000;320;420;60;1;1;Piscina, Área de serviço;Permitido animais, Condomínio fechado, Piscina, Portaria;59073140;Natal;Planalto;Rua Santa Quitéria;2
Apartamento à venda, 3 quartos, 3 suítes, 3 vagas, Petrópolis - Natal/RN;650000;1270;3400;175;5 ou mais;3;Churrasqueira, Piscina, Área de serviço, Academia, Ar condicionado, Mobiliado, Varanda;Salão de festas, Academia, Elevador, Piscina, Segurança 24h;59020250;Natal;Petrópolis;Rua Mipibu - até 729/730;3
Excelente apto em Lagoa Nova - ótima localização, 102m² - R$ 780 mil;780000;625000;0;102;3;2;Ar condicionado, Churrasqueira, Academia, Piscina;Academia, Condomínio fechado, Permitido animais, Salão de festas, Portaria, Piscina;59075200;Natal;Lagoa Nova;Avenida Coronel Norton Chaves;3
Apartamento para venda com 56 m² com 2 qtos em Capim Macio - Natal - RN;240000;300;1200;56;2;1;Armários embutidos, Ar condicionado, Armários na cozinha;Elevador, Permitido animais, Condomínio fechado;59082200;Natal;Capim Macio;empty;2
Alugo/Vendo - Excelente Apartamento de 57,00m², na Cidade Satelite, Preço de Oportunidade.;105000;420;250;57;1;1;Área de serviço, Varanda;Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas;59066370;Natal;Pitimbu;Rua Pintor Newton Navarro;2
Apartamento para venda com 88 metros quadrados com 3 quartos;45000;0;0;88;2;1;empty;empty;59108130;Natal;Potengi;Rua Abaiara;3
Apartamento em Lagoa Nova - 3 suítes 119m2 - 3 vagas garagem;850000;0;0;119;5 ou mais;3;Área de serviço, Varanda, Ar condicionado;empty;59075770;Natal;Lagoa Nova;Rua Morais Navarro;3
Central Park excelente apartamento 18 andar lado sombra e ventilado (Oportunidade);349990;385;0;64;2;2;Varanda, Churrasqueira, Piscina, Academia;Condomínio fechado, Academia, Piscina, Salão de festas, Permitido animais, Elevador;59086005;Natal;Neópolis;Rua Lúcia Viveiros;2
Flat mobiliado em Ponta Negra - Vista MAR - FACILIDADE NO PAGAMENTO;285000;578;970;34;1;empty;empty;empty;59092030;Natal;Ponta Negra;Rua Praia de Camboinhas;1
Residencial Almério de Paiva;645000;1100;0;170;1;2;Academia, Ar condicionado, Piscina, Área de serviço, Churrasqueira;Elevador, Piscina, Condomínio fechado, Salão de festas, Academia;59063070;Natal;Lagoa Nova;Rua São José de Mipibu;3
Apartamento à venda, 240 m² por R$ 1.095.000,00 - Capim Macio - Natal/RN;1095000;0;0;240;5 ou mais;3;Varanda, Área de serviço, Churrasqueira, Piscina, Ar condicionado;Piscina;59082160;Natal;Capim Macio;Rua Abraham Tahim;4
Apartamento para Venda em Natal, Ponta Negra, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;260000;335;0;54;2;1;Churrasqueira;empty;59091250;Natal;Ponta Negra;Rua Desportista Jeremias Pinheiro da Câmara Filho;2
Apartamento para venda em Petrópolis Natal/RN, Palazzo Cristal.;568160;500;3000;97;2;2;Piscina, Churrasqueira;Elevador, Piscina;59014460;Natal;Petrópolis;Rua Doutor Renato Dantas;2
Apartamento à venda em Tirol, Natal/RN.;1319528;0;0;181;4;3;Piscina, Churrasqueira;Piscina, Elevador;59015060;Natal;Tirol;Rua Almeida Castro;3
Apartamento para Venda em Natal, Tirol, 4 dormitórios, 4 suítes, 5 banheiros, 3 vagas;1261500;0;0;150;5 ou mais;3;Piscina;Elevador, Piscina;59014490;Natal;Tirol;Rua Desembargador Floriano Cavalcante;4
Apartamento em condomínio para venda no Duo Capim Macio, em Natal/RN.;896255;480;0;137;5 ou mais;2;Churrasqueira, Varanda, Piscina;Elevador, Piscina;59082015;Natal;Capim Macio;Rua Jornalista Alexis Gurgel;3
Apartamento para venda em Petrópolis Natal/RN, Palazzo Cristal.;568660;500;3000;97;2;2;Piscina, Churrasqueira;Piscina, Elevador;59014460;Natal;Petrópolis;Rua Doutor Renato Dantas;3
Apartamento para venda ponta negra com 56 metros quadrados com 2 quartos;215000;315;1250;56;2;1;Academia, Churrasqueira, Piscina, Ar condicionado;Academia, Salão de festas, Permitido animais, Elevador, Piscina, Condomínio fechado;59091130;Natal;Ponta Negra;Rua Joaquim Eduardo de Farias;2
Apartamento para venda tem 274 metros quadrados com 4 quartos em Lagoa Nova - Natal - RN;1600000;1880;0;274;4;3;Academia, Piscina, Churrasqueira, Área de serviço, Ar condicionado;Elevador, Salão de festas, Academia, Permitido animais, Portaria, Condomínio fechado, Piscina;59056285;Natal;Lagoa Nova;Avenida Antônio Basílio - de 3412 a 4082 - lado par;4
Apartamento para Venda em Natal, Pitimbu, 2 dormitórios, 1 banheiro, 1 vaga;110000;250;0;50;1;1;empty;empty;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
MARIA JOSE GURGEL;2560000;3;8600;330;5 ou mais;4;empty;empty;59020200;Natal;Tirol;Avenida Rodrigues Alves - de 601/602 a 983/984;3
Apartamento para venda tem 54 m² com 2/4 em Ponta Negra - Natal - RN;265000;270;1000;54;2;1;Churrasqueira;Elevador, Portaria, Salão de festas, Permitido animais;59090420;Natal;Ponta Negra;Avenida das Conchas;2
Apartamento para venda, 117m² com 4 quartos em Neópolis - Natal - RN;650000;643;0;117;2;2;Churrasqueira, Academia, Varanda, Piscina, Mobiliado, Ar condicionado;Academia, Portaria, Permitido animais, Salão de festas, Piscina, Condomínio fechado;59086005;Natal;Neópolis;Rua Lúcia Viveiros;4
Solar Almira Ribeiro;1225000;0;0;180;1;4;Piscina, Varanda, Churrasqueira, Academia, Ar condicionado, Área de serviço;Salão de festas, Academia, Elevador, Condomínio fechado, Piscina;59056190;Natal;Lagoa Nova;Rua Antídio de Azevedo;4
Excelente apt p venda no condomínio jardim planalto .;107000;320;0;60;1;1;Piscina, Churrasqueira;Salão de festas, Piscina, Condomínio fechado, Permitido animais;59073140;Natal;Planalto;Rua Santa Quitéria;2
Apartamento para Venda em Natal, Candelaria, 4 dormitórios, 1 suíte, 3 banheiros, 2 vagas;400000;882;2700;98;3;2;Piscina, Churrasqueira;Elevador, Piscina;59064902;Natal;Candelária;Alameda das Mansões;4
torre amintas barros 2/4 suite;240000;1;1;57;2;2;Piscina, Churrasqueira, Academia;Piscina, Portaria, Salão de festas, Condomínio fechado, Elevador, Permitido animais, Academia;59062350;Natal;Lagoa Nova;Avenida Amintas Barros - de 1948 a 2594 - lado par;2
Apartamento lá em Ponta negra estrela do atlântico 2 quartos;399900;400;2000;59;2;1;Churrasqueira, Mobiliado, Ar condicionado, Piscina, Academia;Academia, Piscina, Permitido animais, Salão de festas, Elevador;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;2
Térreo com Espaço Privativo;275000;350;1250;84;2;1;Ar condicionado;Condomínio fechado, Elevador, Permitido animais;59090420;Natal;Ponta Negra;Avenida das Conchas;2
Residencial Lagoa Nova - 3 quartos - Lazer Completo - Prox ao Contemporaneo - Venda;230000;560;1300;80;2;2;Armários embutidos, Armários na cozinha, Piscina, Área de serviço, Churrasqueira, Varanda;Piscina, Salão de festas, Permitido animais, Condomínio fechado, Portaria;59076210;Natal;Lagoa Nova;Rua do Cobre;3
Ecogarden 2/4 sendo 1 suíte, vaga coberta, Ponta Negra;230000;300;0;56;2;1;Academia, Piscina, Área de serviço, Armários embutidos, Churrasqueira, Armários na cozinha;Portaria, Elevador, Salão de festas, Condomínio fechado, Permitido animais, Piscina, Academia;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;2
Excelente Apartamento em Capim Macio, Condomínio Saint Charbel;660000;0;0;109;3;2;empty;empty;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;3
APARTAMENTO RESIDENCIAL em NATAL - RN, PONTA NEGRA;550000;0;0;109;2;2;empty;empty;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;3
Apartamento para venda tem 85 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN;345000;510;0;85;2;2;Churrasqueira, Piscina;Condomínio fechado, Piscina, Permitido animais, Portaria, Elevador;59054500;Natal;Lagoa Nova;Rua Jaguarari - de 1765/1766 a 2081/2082;3
Apto com 3 Quartos, sendo 1 Suíte à venda por R$ 480.000 - Lagoa Nova - Natal/RN;480000;700;2000;98;3;2;Academia, Piscina, Churrasqueira;Piscina, Elevador, Condomínio fechado, Academia, Segurança 24h;59075810;Natal;Lagoa Nova;Avenida Amintas Barros - de 3194 a 3832 - lado par;3
Apartamento para venda com 112 m2 com 3 quartos - 1 suite - reformado - todos os armário;380000;1050;888;112;3;2;empty;empty;59020390;Natal;Barro Vermelho;Rua Major Laurentino de Morais;3
Apartamento em Morro Branco (57 m², andar baixo, 2/4, elevador, Rs. Abalone);179999;551;1200;57;2;1;Churrasqueira, Piscina;Piscina, Portaria, Permitido animais, Elevador, Condomínio fechado, Salão de festas;59056360;Natal;Nova Descoberta;Rua Desembargador Antônio Serejo;2
Apartamento para venda no lacqua em neopolis - 92m planta de 3/4 com remoção de 1/4;450000;0;0;92;3;2;Academia, Varanda, Churrasqueira, Piscina;Condomínio fechado, Portaria, Permitido animais, Piscina, Academia, Salão de festas;59086005;Natal;Neópolis;Rua Lúcia Viveiros;3
Vendo o melhor apartamento de 2 quartos com 1 suite em Capim Macio;329000;344;0;55;2;2;Academia, Piscina, Área de serviço;Elevador, Salão de festas, Academia, Piscina;59082120;Natal;Capim Macio;Rua Antônio Madruga;2
Apto em Candelária, 93m,3/4 andar alto e lazer completo, cond Bellevue GARDEN;419999;690;2400;93;2;2;Armários embutidos, Churrasqueira, Armários na cozinha, Área de serviço, Academia, Piscina;Academia, Permitido animais, Condomínio fechado, Piscina, Portaria, Salão de festas;59064160;Natal;Lagoa Nova;Rua Nelson Geraldo Freire;3
Cobertura Duplex - Tirol;1150000;820;0;170;4;2;Ar condicionado, Varanda, Piscina, Quarto de serviço, Academia, Armários na cozinha, Armários embutidos, Área de serviço, Churrasqueira;Condomínio fechado, Portaria, Salão de festas, Academia, Elevador, Permitido animais, Piscina;59022160;Natal;Tirol;Vila Amália Dantas;3
Apartamento para venda tem 82 metros quadrados com 2 quartos em Capim Macio - Natal - RN;300000;780;0;86;2;1;Área de serviço, Armários embutidos, Piscina;Permitido animais, Elevador, Condomínio fechado, Piscina, Salão de festas;59082000;Natal;Capim Macio;Rua Ismael Pereira da Silva;2
Condomínio Maria Câmara;590000;1600;3807;180;5 ou mais;3;Piscina;Portaria, Condomínio fechado, Elevador, Permitido animais, Piscina;59020265;Natal;Tirol;Avenida Afonso Pena - de 909/910 ao fim;4
APARTAMENTO 2 QUARTOS - CAPIM MACIO;230000;560;1820;55;1;1;Piscina, Churrasqueira;Condomínio fechado, Portaria, Piscina;59082210;Natal;Capim Macio;Rua José Mauro de Vasconcelos;2
Apartamento a Venda No Cristallo - 2 quartos - Ponta Negra;520000;800;0;53;2;1;Piscina, Mobiliado, Ar condicionado, Churrasqueira;Salão de festas, Elevador, Permitido animais, Condomínio fechado, Piscina;59092475;Natal;Ponta Negra;Rua Doutor Aderson Dutra de Almeida;2
Apartamento a Venda No Cristallo - 2 quartos - Ponta Negra;520000;800;0;53;2;1;Mobiliado, Ar condicionado, Piscina, Churrasqueira;Piscina, Salão de festas, Elevador, Permitido animais, Condomínio fechado;59092475;Natal;Ponta Negra;Rua Doutor Aderson Dutra de Almeida;2
Apartamento novo 3 quartos;320000;0;0;75;2;2;Academia, Piscina;Elevador, Academia, Condomínio fechado, Portaria, Permitido animais, Piscina;59054600;Natal;Dix-Sept Rosado;Avenida Interventor Mário Câmara;3
Flat com 1 dormitório à venda, 34 m² por R$ 260.000 - Ponta Negra - Natal/RN;260000;450;0;34;1;empty;Ar condicionado, Piscina, Churrasqueira;Piscina, Elevador;59092030;Natal;Ponta Negra;Rua Praia de Camboinhas;1
Apartamento para venda com 96 metros quadrados com 3 quartos em Tirol;410000;834;2820;96;2;2;Churrasqueira, Piscina, Academia;Salão de festas, Permitido animais, Academia, Elevador, Piscina, Condomínio fechado;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;3
Condomínio Vernier;520000;1600;365;176;1;3;Área de serviço;Elevador, Condomínio fechado;59035550;Natal;Alecrim;Rua Sampaio Correia;3
Apartamento no condomínio residencial Ícaro;440000;1260;0;160;1;2;empty;empty;59020330;Natal;Tirol;Rua Alberto Maranhão;3
Cobertura Duplex Sales Correia - 5 suítes - Escritório - Lazer Privativo;950000;1150;3000;400;5 ou mais;3;Ar condicionado, Academia, Piscina, Área de serviço, Churrasqueira, Mobiliado, Varanda;Elevador, Salão de festas, Piscina, Segurança 24h, Academia;59022405;Natal;Barro Vermelho;Rua Epitácio Andrade;5 ou mais
Apto com 2 Quartos, sendo 1 suite à venda por R$ 157.000 - Ponta Negra - Natal/RN;157000;195;838;57;2;1;empty;Condomínio fechado;59091250;Natal;Ponta Negra;Rua Desportista Jeremias Pinheiro da Câmara Filho;2
APARTAMENTO 4 QUARTOS NA ÁREA MAIS NOBRE DO BAIRRO DE CAPIM MACIO. CONDOMINIO SAINT CHARBE;670000;400;0;111;4;2;Área de serviço, Varanda, Academia, Piscina, Mobiliado, Churrasqueira;Piscina, Segurança 24h, Elevador, Condomínio fechado, Salão de festas, Academia;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;4
Flat com 2 Quartos, sendo 1 suíte  à venda por R$ 315.000 - Ponta Negra - Natal/RN;315000;630;120;60;2;empty;Academia, Piscina, Mobiliado;Elevador, Piscina, Segurança 24h, Academia;59090180;Natal;Ponta Negra;Rua Vereador Manoel Sátiro;2
Apartamento em Areia Preta;550000;0;0;250;5 ou mais;3;empty;empty;59014078;Natal;Areia Preta;Rua Desembargador Dionísio Filgueira;5 ou mais
Apartamento em Tirol;410000;0;0;96;3;2;empty;empty;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;3
Excelente apartamento no Cond. Green Life Mor Gouveia (70 m², 3/4, reformado);429999;391;1700;70;2;2;Piscina, Churrasqueira, Armários na cozinha, Armários embutidos, Academia, Área de serviço;Portaria, Salão de festas, Piscina, Academia, Elevador, Condomínio fechado, Permitido animais;59060400;Natal;Nossa Senhora de Nazaré;Avenida Capitão-mor Gouveia - de 1023 a 1751 - lado ímpar;3
Apartamento para venda com 65 metros quadrados com 2 quartos em Praia do Meio - Natal - RN;120000;250;400;55;1;1;empty;Condomínio fechado;59010030;Natal;Praia do Meio;Avenida Vinte e Cinco de Dezembro;2
